locus	type	lnL ratio	P-value
dDocent_Contig_149114:68	dDocent_Contig_149114:68	C	15.9505048632539	0
dDocent_Contig_85384:59	dDocent_Contig_85384:59	C	2.93151715923993	0.09
dDocent_Contig_23624:52	dDocent_Contig_23624:52	C	11.2884719906272	0
dDocent_Contig_77511:18	dDocent_Contig_77511:18	C	2.42222770852089	0.15
dDocent_Contig_80071:10	dDocent_Contig_80071:10	C	12.9629163253124	0
dDocent_Contig_90462:7	dDocent_Contig_90462:7	C	6.9818592252922	0.003
dDocent_Contig_157670:43	dDocent_Contig_157670:43	C	28.7097413978187	0
dDocent_Contig_230344:38	dDocent_Contig_230344:38	C	3.09582572657449	0.081
dDocent_Contig_86940:40	dDocent_Contig_86940:40	C	4.74672357751614	0.015
dDocent_Contig_74275:61	dDocent_Contig_74275:61	C	1.27564077619922	0.353
dDocent_Contig_7964:26	dDocent_Contig_7964:26	C	0.933262699776947	0.433
dDocent_Contig_20830:54	dDocent_Contig_20830:54	C	7.06715368203394	0.001
dDocent_Contig_225863:37	dDocent_Contig_225863:37	C	2.53474342908102	0.172
dDocent_Contig_227697:27	dDocent_Contig_227697:27	C	21.4244283267629	0
dDocent_Contig_92637:48	dDocent_Contig_92637:48	C	4.32640391498357	0.031
dDocent_Contig_16123:10	dDocent_Contig_16123:10	C	8.71156395344136	0.001
dDocent_Contig_75271:51	dDocent_Contig_75271:51	C	15.5857322828114	0
dDocent_Contig_224312:20	dDocent_Contig_224312:20	C	5.78940861509804	0.012
dDocent_Contig_152377:50	dDocent_Contig_152377:50	C	8.08029941879231	0.002
dDocent_Contig_1951:32	dDocent_Contig_1951:32	C	1.91927336781779	0.185
dDocent_Contig_98503:74	dDocent_Contig_98503:74	C	0.311392383322328	0.615
dDocent_Contig_94963:35	dDocent_Contig_94963:35	C	0.340893585152855	0.652
dDocent_Contig_151799:28	dDocent_Contig_151799:28	C	1.28929727763433	0.372
dDocent_Contig_94812:26	dDocent_Contig_94812:26	C	14.1306725221306	0
dDocent_Contig_152411:47	dDocent_Contig_152411:47	C	3.76160721314173	0.053
dDocent_Contig_98135:33	dDocent_Contig_98135:33	C	4.34758178542528	0.03
dDocent_Contig_48020:35	dDocent_Contig_48020:35	C	0.644369017449407	0.574
dDocent_Contig_57462:54	dDocent_Contig_57462:54	C	0.908275526822365	0.419
dDocent_Contig_137735:26	dDocent_Contig_137735:26	C	31.5846712938535	0
dDocent_Contig_2598:47	dDocent_Contig_2598:47	C	0.442254709960608	0.62
dDocent_Contig_114131:49	dDocent_Contig_114131:49	C	9.20367712449097	0.001
dDocent_Contig_90471:15	dDocent_Contig_90471:15	C	3.24438113829179	0.11
dDocent_Contig_93567:34	dDocent_Contig_93567:34	C	2.37579001604219	0.177
dDocent_Contig_66586:40	dDocent_Contig_66586:40	C	9.18826596545277	0.001
dDocent_Contig_54354:11	dDocent_Contig_54354:11	C	3.56361716069325	0.061
dDocent_Contig_63635:37	dDocent_Contig_63635:37	C	6.80590534070303	0.002
dDocent_Contig_47152:46	dDocent_Contig_47152:46	C	14.2495197088942	0
dDocent_Contig_72319:41	dDocent_Contig_72319:41	C	14.9058178559266	0
dDocent_Contig_87448:8	dDocent_Contig_87448:8	C	1.47681539472239	0.3
dDocent_Contig_257317:51	dDocent_Contig_257317:51	C	5.83667161931204	0.007
dDocent_Contig_56631:39	dDocent_Contig_56631:39	C	7.03284968058877	0.003
dDocent_Contig_259285:13	dDocent_Contig_259285:13	C	0.927498726042074	0.496
dDocent_Contig_198066:27	dDocent_Contig_198066:27	C	1.83447585274365	0.261
dDocent_Contig_22503:15	dDocent_Contig_22503:15	C	0.792799441978886	0.514
dDocent_Contig_65752:62	dDocent_Contig_65752:62	C	1.33819327664382	0.346
dDocent_Contig_157671:66	dDocent_Contig_157671:66	C	24.036468943869	0
dDocent_Contig_11392:39	dDocent_Contig_11392:39	C	7.53340764636613	0.001
dDocent_Contig_182231:38	dDocent_Contig_182231:38	C	1.64577321181164	0.272
dDocent_Contig_86411:13	dDocent_Contig_86411:13	C	2.00957488304987	0.169
dDocent_Contig_72604:61	dDocent_Contig_72604:61	C	0.453391505515825	0.617
dDocent_Contig_73433:14	dDocent_Contig_73433:14	C	8.82540933565253	0.001
dDocent_Contig_231707:18	dDocent_Contig_231707:18	C	5.46102447913981	0.013
dDocent_Contig_136687:79	dDocent_Contig_136687:79	C	4.63733668276294	0.033
dDocent_Contig_70637:10	dDocent_Contig_70637:10	C	5.87402552919087	0.016
dDocent_Contig_104178:28	dDocent_Contig_104178:28	C	13.0057924759259	0
dDocent_Contig_16063:44	dDocent_Contig_16063:44	C	9.26466911523467	0
dDocent_Contig_131564:43	dDocent_Contig_131564:43	C	19.6076945209632	0
dDocent_Contig_32277:10	dDocent_Contig_32277:10	C	4.33373731477874	0.036
dDocent_Contig_26367:59	dDocent_Contig_26367:59	C	0.644832828340085	0.453
dDocent_Contig_126519:18	dDocent_Contig_126519:18	C	3.08060328938291	0.099
dDocent_Contig_126519:32	dDocent_Contig_126519:32	C	5.14316008397371	0.017
dDocent_Contig_132915:28	dDocent_Contig_132915:28	C	2.18101050901441	0.155
dDocent_Contig_239429:44	dDocent_Contig_239429:44	C	0.98818256570582	0.479
dDocent_Contig_61899:19	dDocent_Contig_61899:19	C	2.05882127957179	0.218
dDocent_Contig_225811:24	dDocent_Contig_225811:24	C	3.66702687904755	0.07
dDocent_Contig_157162:54	dDocent_Contig_157162:54	C	7.25522013295399	0.004
dDocent_Contig_202504:79	dDocent_Contig_202504:79	C	9.21773730760518	0
dDocent_Contig_128036:9	dDocent_Contig_128036:9	C	32.478467936896	0
dDocent_Contig_67998:38	dDocent_Contig_67998:38	C	9.06067076789493	0.001
dDocent_Contig_89976:12	dDocent_Contig_89976:12	C	1.90078453871129	0.185
dDocent_Contig_202924:15	dDocent_Contig_202924:15	C	3.86597863311241	0.061
dDocent_Contig_155149:33	dDocent_Contig_155149:33	C	10.266448241646	0
dDocent_Contig_256303:44	dDocent_Contig_256303:44	C	6.84115596789	0.002
dDocent_Contig_131687:34	dDocent_Contig_131687:34	C	2.71712055352546	0.116
dDocent_Contig_131400:41	dDocent_Contig_131400:41	C	1.52034753815852	0.307
dDocent_Contig_197494:14	dDocent_Contig_197494:14	C	2.04105184760338	0.194
dDocent_Contig_6726:8	dDocent_Contig_6726:8	C	1.19971666563014	0.424
dDocent_Contig_136611:36	dDocent_Contig_136611:36	C	8.14308570486186	0.003
dDocent_Contig_93810:80	dDocent_Contig_93810:80	C	3.19191158919924	0.113
dDocent_Contig_20145:10	dDocent_Contig_20145:10	C	1.37439906193329	0.383
dDocent_Contig_24661:61	dDocent_Contig_24661:61	C	3.63940114126729	0.072
dDocent_Contig_64270:35	dDocent_Contig_64270:35	C	4.44409129344318	0.035
dDocent_Contig_6696:20	dDocent_Contig_6696:20	C	2.34907206489552	0.198
dDocent_Contig_125048:47	dDocent_Contig_125048:47	C	2.58146400269486	0.132
dDocent_Contig_57950:50	dDocent_Contig_57950:50	C	6.25113715248632	0.002
dDocent_Contig_59069:39	dDocent_Contig_59069:39	C	7.09863385057272	0.005
dDocent_Contig_127131:55	dDocent_Contig_127131:55	C	10.9258007706864	0
dDocent_Contig_73175:9	dDocent_Contig_73175:9	C	24.4971129245546	0
dDocent_Contig_73175:15	dDocent_Contig_73175:15	C	4.97225364717421	0.032
dDocent_Contig_143010:21	dDocent_Contig_143010:21	C	7.13054310950697	0.006
dDocent_Contig_78953:8	dDocent_Contig_78953:8	C	8.76982038388782	0
dDocent_Contig_128972:20	dDocent_Contig_128972:20	C	3.34459844051095	0.075
dDocent_Contig_105620:35	dDocent_Contig_105620:35	C	6.12730899633809	0.005
dDocent_Contig_57383:45	dDocent_Contig_57383:45	C	1.75604677430377	0.192
dDocent_Contig_193698:67	dDocent_Contig_193698:67	C	11.3850093943371	0
dDocent_Contig_47553:17	dDocent_Contig_47553:17	C	8.70215297390135	0.001
dDocent_Contig_60776:17	dDocent_Contig_60776:17	C	4.06125030480894	0.05
dDocent_Contig_79399:11	dDocent_Contig_79399:11	C	1.33983172041085	0.391
dDocent_Contig_125231:22	dDocent_Contig_125231:22	C	24.666765540054	0
dDocent_Contig_136187:13	dDocent_Contig_136187:13	C	9.72604298427629	0
dDocent_Contig_127408:20	dDocent_Contig_127408:20	C	7.54676236152828	0.001
dDocent_Contig_168153:9	dDocent_Contig_168153:9	C	0.0585306566552362	0.711
dDocent_Contig_144293:12	dDocent_Contig_144293:12	C	0.29907390475887	0.643
dDocent_Contig_7950:67	dDocent_Contig_7950:67	C	5.60074594606412	0.008
dDocent_Contig_188043:14	dDocent_Contig_188043:14	C	5.02052454315837	0.028
dDocent_Contig_30590:40	dDocent_Contig_30590:40	C	15.173410680809	0
dDocent_Contig_184055:49	dDocent_Contig_184055:49	C	7.68256261283612	0.003
dDocent_Contig_113191:56	dDocent_Contig_113191:56	C	6.67095834988905	0.006
dDocent_Contig_197360:58	dDocent_Contig_197360:58	C	3.27525228431133	0.091
dDocent_Contig_129483:79	dDocent_Contig_129483:79	C	2.64544525880205	0.187
dDocent_Contig_252566:79	dDocent_Contig_252566:79	C	5.66147757191352	0.011
dDocent_Contig_96897:38	dDocent_Contig_96897:38	C	5.23151854801713	0.014
dDocent_Contig_89321:29	dDocent_Contig_89321:29	C	6.96017002475875	0.005
dDocent_Contig_48702:58	dDocent_Contig_48702:58	C	4.16042447797597	0.019
dDocent_Contig_7475:16	dDocent_Contig_7475:16	C	5.34990579717848	0.04
dDocent_Contig_235378:24	dDocent_Contig_235378:24	C	4.93606933727156	0.025
dDocent_Contig_111601:52	dDocent_Contig_111601:52	C	6.93679305387676	0.007
dDocent_Contig_93387:25	dDocent_Contig_93387:25	C	7.56915520765519	0.003
dDocent_Contig_137729:23	dDocent_Contig_137729:23	C	15.5024371528621	0
dDocent_Contig_75530:43	dDocent_Contig_75530:43	C	8.07678307316559	0.001
dDocent_Contig_16738:56	dDocent_Contig_16738:56	C	0.932591211175961	0.45
dDocent_Contig_229050:52	dDocent_Contig_229050:52	C	2.07568714672259	0.208
dDocent_Contig_40904:29	dDocent_Contig_40904:29	C	4.59119959965672	0.02
dDocent_Contig_152100:12	dDocent_Contig_152100:12	C	12.2135249982962	0
dDocent_Contig_51056:28	dDocent_Contig_51056:28	C	8.45114138761981	0.001
dDocent_Contig_152615:70	dDocent_Contig_152615:70	C	5.69684700649005	0.007
dDocent_Contig_80350:45	dDocent_Contig_80350:45	C	4.38556797406717	0.038
dDocent_Contig_108135:8	dDocent_Contig_108135:8	C	7.47471188338447	0
dDocent_Contig_3068:61	dDocent_Contig_3068:61	C	6.24774736782675	0.006
dDocent_Contig_64961:63	dDocent_Contig_64961:63	C	4.07027731080812	0.032
dDocent_Contig_101894:7	dDocent_Contig_101894:7	C	36.1676264493396	0
dDocent_Contig_226344:19	dDocent_Contig_226344:19	C	20.0221034048085	0
dDocent_Contig_22833:76	dDocent_Contig_22833:76	C	2.22049515368988	0.18
dDocent_Contig_13468:9	dDocent_Contig_13468:9	C	3.09898331265642	0.077
dDocent_Contig_105940:73	dDocent_Contig_105940:73	C	2.27440558950819	0.18
dDocent_Contig_223947:11	dDocent_Contig_223947:11	C	1.99598381340782	0.211
dDocent_Contig_55602:61	dDocent_Contig_55602:61	C	9.82636634428937	0
dDocent_Contig_50366:28	dDocent_Contig_50366:28	C	12.6283698184069	0
dDocent_Contig_16494:36	dDocent_Contig_16494:36	C	3.69311129150782	0.061
dDocent_Contig_40571:79	dDocent_Contig_40571:79	C	5.42665745471795	0.01
dDocent_Contig_58193:63	dDocent_Contig_58193:63	C	4.64199191395282	0.022
dDocent_Contig_72836:7	dDocent_Contig_72836:7	C	2.66197520761787	0.125
dDocent_Contig_16373:69	dDocent_Contig_16373:69	C	3.06684030285578	0.11
dDocent_Contig_140301:21	dDocent_Contig_140301:21	C	4.71738880729012	0.018
dDocent_Contig_251599:69	dDocent_Contig_251599:69	C	1.19045560908141	0.411
dDocent_Contig_111475:22	dDocent_Contig_111475:22	C	3.84483305202106	0.05
dDocent_Contig_17976:23	dDocent_Contig_17976:23	C	9.52293141309146	0.001
dDocent_Contig_107651:8	dDocent_Contig_107651:8	C	1.672493984537	0.342
dDocent_Contig_155926:16	dDocent_Contig_155926:16	C	3.08518193543394	0.099
dDocent_Contig_79147:38	dDocent_Contig_79147:38	C	36.9649384322269	0
dDocent_Contig_88045:24	dDocent_Contig_88045:24	C	9.59474744752347	0.001
dDocent_Contig_240710:32	dDocent_Contig_240710:32	C	4.78608786530046	0.016
dDocent_Contig_89287:52	dDocent_Contig_89287:52	C	4.36326056026682	0.037
dDocent_Contig_149891:24	dDocent_Contig_149891:24	C	24.4611083695188	0
dDocent_Contig_58446:13	dDocent_Contig_58446:13	C	16.3962589093131	0
dDocent_Contig_260720:21	dDocent_Contig_260720:21	C	6.704162132187	0.004
dDocent_Contig_154559:29	dDocent_Contig_154559:29	C	13.4772030973168	0
dDocent_Contig_11615:80	dDocent_Contig_11615:80	C	7.76986526386072	0.002
dDocent_Contig_232893:51	dDocent_Contig_232893:51	C	6.1425923989306	0.005
dDocent_Contig_225857:60	dDocent_Contig_225857:60	C	4.391828101867	0.016
dDocent_Contig_182996:36	dDocent_Contig_182996:36	C	9.79783455880769	0
dDocent_Contig_183913:31	dDocent_Contig_183913:31	C	2.91765610273528	0.117
dDocent_Contig_154310:38	dDocent_Contig_154310:38	C	1.09190550958209	0.422
dDocent_Contig_259283:10	dDocent_Contig_259283:10	C	15.8020012042411	0
dDocent_Contig_243701:41	dDocent_Contig_243701:41	C	5.71920396539414	0.008
dDocent_Contig_78415:14	dDocent_Contig_78415:14	C	3.36066701241658	0.04
dDocent_Contig_20302:31	dDocent_Contig_20302:31	C	2.38410947646999	0.129
dDocent_Contig_97891:38	dDocent_Contig_97891:38	C	7.94407009859731	0.002
dDocent_Contig_59871:68	dDocent_Contig_59871:68	C	8.74615402050917	0.002
dDocent_Contig_190285:16	dDocent_Contig_190285:16	C	3.19624728010403	0.064
dDocent_Contig_235144:30	dDocent_Contig_235144:30	C	1.62545616031083	0.305
dDocent_Contig_64073:60	dDocent_Contig_64073:60	C	13.7732563402118	0
dDocent_Contig_35602:26	dDocent_Contig_35602:26	C	3.08532299289048	0.104
dDocent_Contig_261187:16	dDocent_Contig_261187:16	C	4.4175256514678	0.029
dDocent_Contig_25406:25	dDocent_Contig_25406:25	C	3.2353393482493	0.076
dDocent_Contig_157942:61	dDocent_Contig_157942:61	C	4.67961417208655	0.017
dDocent_Contig_131536:18	dDocent_Contig_131536:18	C	7.54819576457474	0.003
dDocent_Contig_57984:57	dDocent_Contig_57984:57	C	4.90083641282651	0.019
dDocent_Contig_45868:21	dDocent_Contig_45868:21	C	1.19270612773989	0.384
dDocent_Contig_49132:22	dDocent_Contig_49132:22	C	5.69030490420451	0.014
dDocent_Contig_51761:55	dDocent_Contig_51761:55	C	1.78316564750908	0.29
dDocent_Contig_145019:50	dDocent_Contig_145019:50	C	3.49824005084169	0.074
dDocent_Contig_2730:81	dDocent_Contig_2730:81	C	6.49098170619416	0.003
dDocent_Contig_72278:57	dDocent_Contig_72278:57	C	1.08691638010746	0.47
dDocent_Contig_72278:61	dDocent_Contig_72278:61	C	3.55239545604536	0.072
dDocent_Contig_154763:79	dDocent_Contig_154763:79	C	2.84933293573953	0.159
dDocent_Contig_31701:25	dDocent_Contig_31701:25	C	9.14756535042908	0.001
dDocent_Contig_185596:59	dDocent_Contig_185596:59	C	3.65106464198432	0.074
dDocent_Contig_21911:39	dDocent_Contig_21911:39	C	3.1913294066295	0.103
dDocent_Contig_78938:52	dDocent_Contig_78938:52	C	7.46322484244927	0.007
dDocent_Contig_138851:8	dDocent_Contig_138851:8	C	7.90745447394364	0
dDocent_Contig_238167:27	dDocent_Contig_238167:27	C	5.64077485012987	0.014
dDocent_Contig_238167:35	dDocent_Contig_238167:35	C	1.28595379035892	0.37
dDocent_Contig_3651:15	dDocent_Contig_3651:15	C	4.69368612727034	0.026
dDocent_Contig_235638:43	dDocent_Contig_235638:43	C	0.896948217424296	0.496
dDocent_Contig_144116:43	dDocent_Contig_144116:43	C	2.52842060318171	0.171
dDocent_Contig_98191:8	dDocent_Contig_98191:8	C	11.6763270612104	0
dDocent_Contig_32652:38	dDocent_Contig_32652:38	C	2.21472556767658	0.17
dDocent_Contig_16640:78	dDocent_Contig_16640:78	C	1.72187741503561	0.274
dDocent_Contig_87759:44	dDocent_Contig_87759:44	C	1.11869299749026	0.353
dDocent_Contig_66622:15	dDocent_Contig_66622:15	C	8.60077688910016	0.004
dDocent_Contig_20462:53	dDocent_Contig_20462:53	C	5.49123561651821	0.01
dDocent_Contig_96873:68	dDocent_Contig_96873:68	C	1.10128980453125	0.386
dDocent_Contig_25876:59	dDocent_Contig_25876:59	C	4.87034103652535	0.021
dDocent_Contig_197989:55	dDocent_Contig_197989:55	C	2.25389177850992	0.111
dDocent_Contig_64943:45	dDocent_Contig_64943:45	C	3.26504654978778	0.067
dDocent_Contig_129358:50	dDocent_Contig_129358:50	C	3.97241832037551	0.048
dDocent_Contig_236145:9	dDocent_Contig_236145:9	C	5.39990800968292	0.01
dDocent_Contig_85195:30	dDocent_Contig_85195:30	C	3.79221203802603	0.054
dDocent_Contig_85195:36	dDocent_Contig_85195:36	C	1.96375016174585	0.186
dDocent_Contig_15673:36	dDocent_Contig_15673:36	C	8.44405753370974	0.001
dDocent_Contig_199340:57	dDocent_Contig_199340:57	C	2.28640213280194	0.19
dDocent_Contig_143488:37	dDocent_Contig_143488:37	C	6.01108190255364	0.006
dDocent_Contig_16945:33	dDocent_Contig_16945:33	C	0.902768512582725	0.507
dDocent_Contig_16846:37	dDocent_Contig_16846:37	C	2.1155391768781	0.159
dDocent_Contig_126934:35	dDocent_Contig_126934:35	C	2.6852823313414	0.072
dDocent_Contig_80600:39	dDocent_Contig_80600:39	C	7.37944854207819	0.003
dDocent_Contig_107685:8	dDocent_Contig_107685:8	C	4.21225687531381	0.033
dDocent_Contig_186589:22	dDocent_Contig_186589:22	C	8.77229588983307	0.002
dDocent_Contig_15346:37	dDocent_Contig_15346:37	C	0.643167464501332	0.587
dDocent_Contig_73433:44	dDocent_Contig_73433:44	C	6.67284983763452	0.004
dDocent_Contig_222799:13	dDocent_Contig_222799:13	C	9.86211469703124	0
dDocent_Contig_88542:17	dDocent_Contig_88542:17	C	17.0687552862406	0
dDocent_Contig_130821:9	dDocent_Contig_130821:9	C	16.4224405358678	0
dDocent_Contig_139280:12	dDocent_Contig_139280:12	C	4.57453267140298	0.027
dDocent_Contig_157671:61	dDocent_Contig_157671:61	C	3.32257376613516	0.091
dDocent_Contig_124307:10	dDocent_Contig_124307:10	C	3.87427000111567	0.064
dDocent_Contig_65215:53	dDocent_Contig_65215:53	C	2.67737166330778	0.131
dDocent_Contig_49678:17	dDocent_Contig_49678:17	C	4.06999867467711	0.059
dDocent_Contig_57950:27	dDocent_Contig_57950:27	C	5.00870690717448	0.014
dDocent_Contig_155026:13	dDocent_Contig_155026:13	C	35.1194739458158	0
dDocent_Contig_67038:56	dDocent_Contig_67038:56	C	2.75273849004807	0.129
dDocent_Contig_21486:42	dDocent_Contig_21486:42	C	5.87844352709922	0.006
dDocent_Contig_99417:22	dDocent_Contig_99417:22	C	4.75036421963023	0.031
dDocent_Contig_59054:16	dDocent_Contig_59054:16	C	3.32576613481818	0.095
dDocent_Contig_22924:11	dDocent_Contig_22924:11	C	4.09830503664584	0.056
dDocent_Contig_22924:36	dDocent_Contig_22924:36	C	23.4553888694632	0
dDocent_Contig_109033:8	dDocent_Contig_109033:8	C	3.30949547752837	0.067
dDocent_Contig_143115:21	dDocent_Contig_143115:21	C	7.54365743816035	0.004
dDocent_Contig_52114:53	dDocent_Contig_52114:53	C	2.66649761658009	0.125
dDocent_Contig_73885:30	dDocent_Contig_73885:30	C	3.23529174447317	0.08
dDocent_Contig_19629:45	dDocent_Contig_19629:45	C	4.26318683159919	0.05
dDocent_Contig_111601:9	dDocent_Contig_111601:9	C	7.45933033541537	0
dDocent_Contig_57492:36	dDocent_Contig_57492:36	C	2.91427082703869	0.104
dDocent_Contig_20767:12	dDocent_Contig_20767:12	C	1.72223763279771	0.234
dDocent_Contig_66041:12	dDocent_Contig_66041:12	C	5.04842100191858	0.015
dDocent_Contig_20826:38	dDocent_Contig_20826:38	C	6.6400906981336	0.006
dDocent_Contig_95957:14	dDocent_Contig_95957:14	C	3.08861068346696	0.083
dDocent_Contig_94282:38	dDocent_Contig_94282:38	C	13.6706311296661	0
dDocent_Contig_48279:11	dDocent_Contig_48279:11	C	2.17058481705685	0.209
dDocent_Contig_78620:66	dDocent_Contig_78620:66	C	5.12235985731486	0.007
dDocent_Contig_18461:71	dDocent_Contig_18461:71	C	4.64584288395507	0.02
dDocent_Contig_231406:56	dDocent_Contig_231406:56	C	3.62818577703878	0.066
dDocent_Contig_63997:48	dDocent_Contig_63997:48	C	1.64454313195507	0.271
dDocent_Contig_21166:34	dDocent_Contig_21166:34	C	36.1266675010909	0
dDocent_Contig_137545:35	dDocent_Contig_137545:35	C	19.3208189627307	0
dDocent_Contig_2627:33	dDocent_Contig_2627:33	C	9.00276420544715	0.001
dDocent_Contig_97750:36	dDocent_Contig_97750:36	C	4.2824814084838	0.049
dDocent_Contig_244653:47	dDocent_Contig_244653:47	C	13.6005641595504	0
dDocent_Contig_77041:37	dDocent_Contig_77041:37	C	9.22117077033069	0
dDocent_Contig_184305:64	dDocent_Contig_184305:64	C	9.95246960178964	0.002
dDocent_Contig_81662:35	dDocent_Contig_81662:35	C	27.753761723141	0
dDocent_Contig_101926:15	dDocent_Contig_101926:15	C	6.63043365815646	0.004
dDocent_Contig_192766:17	dDocent_Contig_192766:17	C	2.24159932467579	0.19
dDocent_Contig_74628:55	dDocent_Contig_74628:55	C	1.9248912014034	0.222
dDocent_Contig_23311:66	dDocent_Contig_23311:66	C	4.78911319846905	0.023
dDocent_Contig_15990:16	dDocent_Contig_15990:16	C	4.10509519458228	0.04
dDocent_Contig_53964:29	dDocent_Contig_53964:29	C	3.47378440997431	0.059
dDocent_Contig_109736:11	dDocent_Contig_109736:11	C	3.14940634692891	0.08
dDocent_Contig_89212:79	dDocent_Contig_89212:79	C	2.56864350378398	0.139
dDocent_Contig_100386:34	dDocent_Contig_100386:34	C	2.55143260060164	0.142
dDocent_Contig_57746:13	dDocent_Contig_57746:13	C	2.80022297431546	0.104
dDocent_Contig_54402:53	dDocent_Contig_54402:53	C	6.8097806148067	0.005
dDocent_Contig_53711:49	dDocent_Contig_53711:49	C	5.8193580442795	0.013
dDocent_Contig_157922:24	dDocent_Contig_157922:24	C	10.423408476835	0
dDocent_Contig_106659:46	dDocent_Contig_106659:46	C	5.50016500449536	0.011
dDocent_Contig_81037:12	dDocent_Contig_81037:12	C	0.928885609710406	0.521
dDocent_Contig_130820:18	dDocent_Contig_130820:18	C	13.1977945475751	0
dDocent_Contig_17045:44	dDocent_Contig_17045:44	C	6.17375510013481	0.003
dDocent_Contig_93342:9	dDocent_Contig_93342:9	C	1.30458717559159	0.358
dDocent_Contig_227740:14	dDocent_Contig_227740:14	C	3.91590231396158	0.058
dDocent_Contig_16182:16	dDocent_Contig_16182:16	C	8.52556989600471	0.001
dDocent_Contig_101496:16	dDocent_Contig_101496:16	C	2.20311239509439	0.189
dDocent_Contig_646:20	dDocent_Contig_646:20	C	3.12445334899767	0.078
dDocent_Contig_97987:32	dDocent_Contig_97987:32	C	8.36179640780058	0
dDocent_Contig_20595:35	dDocent_Contig_20595:35	C	5.1712313843327	0.009
dDocent_Contig_75271:69	dDocent_Contig_75271:69	C	7.2098598450081	0
dDocent_Contig_98890:15	dDocent_Contig_98890:15	C	15.5987819655743	0
dDocent_Contig_97370:31	dDocent_Contig_97370:31	C	3.84792750339118	0.041
dDocent_Contig_193775:42	dDocent_Contig_193775:42	C	1.24321543305389	0.306
dDocent_Contig_21659:46	dDocent_Contig_21659:46	C	9.10912837510298	0.002
dDocent_Contig_21659:72	dDocent_Contig_21659:72	C	1.11120872984256	0.405
dDocent_Contig_58254:67	dDocent_Contig_58254:67	C	2.23023568504552	0.191
dDocent_Contig_46927:22	dDocent_Contig_46927:22	C	2.57772762640351	0.1
dDocent_Contig_106311:12	dDocent_Contig_106311:12	C	2.45357155763299	0.155
dDocent_Contig_199908:33	dDocent_Contig_199908:33	C	8.12632656793734	0.002
dDocent_Contig_201904:80	dDocent_Contig_201904:80	C	5.02995263372325	0.02
dDocent_Contig_97588:24	dDocent_Contig_97588:24	C	1.61339487694583	0.218
dDocent_Contig_15720:47	dDocent_Contig_15720:47	C	3.33775228621751	0.066
dDocent_Contig_183390:62	dDocent_Contig_183390:62	C	2.65932277706123	0.079
dDocent_Contig_82078:39	dDocent_Contig_82078:39	C	2.98291896250792	0.091
dDocent_Contig_242952:34	dDocent_Contig_242952:34	C	1.59519219953431	0.317
dDocent_Contig_5087:40	dDocent_Contig_5087:40	C	3.32886975764752	0.06
dDocent_Contig_259378:49	dDocent_Contig_259378:49	C	0.942815308197353	0.473
dDocent_Contig_25711:13	dDocent_Contig_25711:13	C	1.84693473782383	0.224
dDocent_Contig_259272:14	dDocent_Contig_259272:14	C	8.38173442151219	0.002
dDocent_Contig_31883:70	dDocent_Contig_31883:70	C	12.8409199457577	0
dDocent_Contig_77758:61	dDocent_Contig_77758:61	C	4.0618931574943	0.058
dDocent_Contig_2317:7	dDocent_Contig_2317:7	C	10.7001115358394	0
dDocent_Contig_225676:33	dDocent_Contig_225676:33	C	9.74261344187139	0
dDocent_Contig_103804:55	dDocent_Contig_103804:55	C	1.49110685590594	0.313
dDocent_Contig_57303:43	dDocent_Contig_57303:43	C	1.0304558575054	0.474
dDocent_Contig_20162:54	dDocent_Contig_20162:54	C	2.8034723763159	0.113
dDocent_Contig_89070:48	dDocent_Contig_89070:48	C	14.4432596493067	0
dDocent_Contig_16137:8	dDocent_Contig_16137:8	C	0.62614623200804	0.565
dDocent_Contig_74776:36	dDocent_Contig_74776:36	C	3.6861252255381	0.056
dDocent_Contig_82015:7	dDocent_Contig_82015:7	C	6.42527278562152	0.005
dDocent_Contig_93606:9	dDocent_Contig_93606:9	C	2.25190084691762	0.141
dDocent_Contig_244973:42	dDocent_Contig_244973:42	C	18.5790284369299	0
dDocent_Contig_20380:37	dDocent_Contig_20380:37	C	2.43139407162944	0.189
dDocent_Contig_9873:36	dDocent_Contig_9873:36	C	3.73166748855648	0.088
dDocent_Contig_16899:7	dDocent_Contig_16899:7	C	0.703737244509341	0.526
dDocent_Contig_113421:60	dDocent_Contig_113421:60	C	7.94698963800964	0.001
dDocent_Contig_89192:23	dDocent_Contig_89192:23	C	12.047992242669	0
dDocent_Contig_23556:33	dDocent_Contig_23556:33	C	2.5920530916504	0.149
dDocent_Contig_126860:22	dDocent_Contig_126860:22	C	2.97329016212915	0.119
dDocent_Contig_157942:56	dDocent_Contig_157942:56	C	6.59867862733031	0.011
dDocent_Contig_125604:56	dDocent_Contig_125604:56	C	0.772652017347923	0.484
dDocent_Contig_49137:39	dDocent_Contig_49137:39	C	10.0391217662667	0.002
dDocent_Contig_77759:19	dDocent_Contig_77759:19	C	2.51972919370998	0.161
dDocent_Contig_79404:20	dDocent_Contig_79404:20	C	3.6946964035064	0.078
dDocent_Contig_70528:25	dDocent_Contig_70528:25	C	10.8696323697935	0.001
dDocent_Contig_65883:9	dDocent_Contig_65883:9	C	29.7599106258111	0
dDocent_Contig_88045:71	dDocent_Contig_88045:71	C	8.95915430100532	0
dDocent_Contig_157844:51	dDocent_Contig_157844:51	C	12.2614461952543	0
dDocent_Contig_63295:7	dDocent_Contig_63295:7	C	4.05285603955281	0.06
